ID	Gene_Symbol	U133A_Gene?	Subtyping_Signature_Gene?
4767	IPPK		
4768	IQCA1		
4769	IQCB1	YES	
4770	IQCC	YES	
4771	IQCD		
4772	IQCE	YES	
4773	IQCF3		
4774	IQCG	YES	
4775	IQCH	YES	
4776	IQCJ		
4777	IQCK	YES	
4778	IQGAP1	YES	
4779	IQGAP2	YES	
4780	IQGAP3		
4781	IQUB		
4782	IRAK1	YES	
4783	IRAK1BP1		
4784	IRAK2		
4785	IRAK4	YES	
4786	IREB2	YES	
4787	IRF2	YES	
4788	IRF2BP1	YES	
4789	IRF2BP2		
4790	IRF2BPL		
4791	IRF3	YES	
4792	IRF5	YES	
4793	IRF6		
4794	IRF7	YES	
4795	IRF9	YES	
4796	IRGQ		
4797	IRS1	YES	
4798	IRS2	YES	
4799	IRX2		
4800	IRX3		
4801	IRX5	YES	
4802	ISCA2		
4803	ISCU	YES	
4804	ISG15	YES	
4805	ISG20	YES	
4806	ISG20L2	YES	
4807	ISLR2		
4808	ISM2		
4809	ISOC1	YES	
4810	ISOC2	YES	
4811	ISPD		
4812	ISY1		
4813	ISYNA1	YES	
4814	ITCH	YES	
4815	ITFG2	YES	
4816	ITFG3		
4817	ITGA1		
4818	ITGA10	YES	
4819	ITGA2	YES	
4820	ITGA2B	YES	
4821	ITGA3	YES	
4822	ITGA4	YES	
4823	ITGA5	YES	
4824	ITGA6	YES	
4825	ITGA7	YES	
4826	ITGA8	YES	
4827	ITGAE	YES	
4828	ITGAV	YES	
4829	ITGB1	YES	Mesenchymal
4830	ITGB1BP2	YES	
4831	ITGB2	YES	
4832	ITGB3BP	YES	
4833	ITGB5	YES	
4834	ITGB7	YES	
4835	ITGB8	YES	
4836	ITGBL1	YES	
4837	ITIH5	YES	
4838	ITK	YES	
4839	ITM2B	YES	
4840	ITM2C	YES	
4841	ITPA	YES	
4842	ITPK1	YES	
4843	ITPKB	YES	
4844	ITPKC	YES	
4845	ITPR2	YES	
4846	ITPR3	YES	
4847	ITPRIP		
4848	ITPRIPL1		
4849	ITPRIPL2		
4850	IVD	YES	
4851	IVNS1ABP	YES	
4852	IWS1		
4853	JAG1	YES	
4854	JAG2	YES	
4855	JAGN1		
4856	JAK1	YES	
4857	JAK2	YES	
4858	JAKMIP2	YES	
4859	JAM2	YES	
4860	JAM3	YES	
4861	JARID2	YES	
4862	JDP2	YES	
4863	JHDM1D	YES	
4864	JMJD1C	YES	
4865	JMJD4	YES	
4866	JMJD6	YES	
4867	JMJD7		
4868	JMJD8		
4869	JMY		
4870	JOSD1	YES	
4871	JOSD2		
4872	JPH1		
4873	JPH3	YES	Proneural
4874	JRKL	YES	
4875	JTB	YES	
4876	JUN	YES	
4877	JUNB	YES	
4878	JUND	YES	
4879	JUP	YES	
4880	KANK1		
4881	KANK2		
4882	KANK4		
4883	KARS	YES	
4884	KAT2A		
4885	KAT2B		
4886	KAT5		
4887	KAT6A		
4888	KAT6B		
4889	KAT7		
4890	KAT8		
4891	KATNA1	YES	
4892	KATNAL1		
4893	KATNAL2		
4894	KATNB1	YES	
4895	KBTBD2	YES	
4896	KBTBD4	YES	
4897	KBTBD7		
4898	KCMF1	YES	
4899	KCNA7		
4900	KCNAB2	YES	
4901	KCNAB3	YES	
4902	KCNB1	YES	
4903	KCNC4	YES	
4904	KCND2	YES	
4905	KCND3	YES	
4906	KCNE4	YES	
4907	KCNF1	YES	
4908	KCNG1	YES	
4909	KCNH2	YES	
4910	KCNH4	YES	
4911	KCNH6	YES	
4912	KCNH7		
4913	KCNH8		
4914	KCNIP1	YES	
4915	KCNIP2	YES	
4916	KCNIP3		
4917	KCNJ10	YES	
4918	KCNJ11		
4919	KCNJ13	YES	
4920	KCNJ14	YES	
4921	KCNJ2	YES	
4922	KCNJ8	YES	
4923	KCNK10	YES	
4924	KCNK2	YES	
4925	KCNK3	YES	Proneural
4926	KCNMB3	YES	
4927	KCNN1	YES	
4928	KCNN2	YES	
4929	KCNQ2	YES	
4930	KCNRG		
4931	KCNS3	YES	
4932	KCNT2		
4933	KCNU1		
4934	KCTD10		
4935	KCTD11		
4936	KCTD13	YES	
4937	KCTD14	YES	
4938	KCTD15	YES	
4939	KCTD17	YES	
4940	KCTD18		
4941	KCTD20	YES	
4942	KCTD21		
4943	KCTD3	YES	
4944	KCTD5	YES	
4945	KCTD6		
4946	KCTD7		
4947	KCTD9	YES	
4948	KDELC1	YES	
4949	KDELC2		
4950	KDELR1	YES	
4951	KDELR2	YES	
4952	KDELR3	YES	
4953	KDM1A		
4954	KDM1B		
4955	KDM2A		
4956	KDM2B		
4957	KDM3A		
4958	KDM3B		
4959	KDM4A		
4960	KDM4B		
4961	KDM4C		
4962	KDM4D		
4963	KDM5A		
4964	KDM5B		
4965	KDM5C		
4966	KDM5D		
4967	KDM6A		
4968	KDM6B		
4969	KDR	YES	
4970	KDSR		
4971	KEAP1	YES	
4972	KEL	YES	
4973	KHDC1		
4974	KHDRBS1	YES	
4975	KHDRBS3	YES	
4976	KHK	YES	
4977	KHNYN		
4978	KHSRP	YES	
4979	KIAA0020	YES	
4980	KIAA0100	YES	
4981	KIAA0101	YES	
4982	KIAA0141	YES	
4983	KIAA0146	YES	
4984	KIAA0182	YES	
4985	KIAA0195	YES	
4986	KIAA0196	YES	
4987	KIAA0226	YES	
4988	KIAA0226L		
4989	KIAA0232	YES	
4990	KIAA0240	YES	
4991	KIAA0284	YES	
4992	KIAA0317	YES	
4993	KIAA0355	YES	
4994	KIAA0391	YES	
4995	KIAA0408	YES	
4996	KIAA0430	YES	
4997	KIAA0494	YES	Classical
4998	KIAA0528	YES	
4999	KIAA0556	YES	
5000	KIAA0586	YES	
5001	KIAA0664	YES	
5002	KIAA0753	YES	
5003	KIAA0895	YES	
5004	KIAA0907	YES	
5005	KIAA0913	YES	
5006	KIAA0922	YES	
5007	KIAA0947	YES	
5008	KIAA1009	YES	
5009	KIAA1024	YES	
5010	KIAA1033	YES	
5011	KIAA1143		
5012	KIAA1147		
5013	KIAA1199	YES	
5014	KIAA1211		
5015	KIAA1257		
5016	KIAA1324	YES	
5017	KIAA1324L		
5018	KIAA1328		
5019	KIAA1383		
5020	KIAA1407		
5021	KIAA1429		
5022	KIAA1430		
5023	KIAA1432		
5024	KIAA1468		
5025	KIAA1524		
5026	KIAA1549		
5027	KIAA1586		
5028	KIAA1609	YES	
5029	KIAA1614	YES	
5030	KIAA1644		
5031	KIAA1671		
5032	KIAA1683		
5033	KIAA1704	YES	
5034	KIAA1715		
5035	KIAA1731		
5036	KIAA1755		
5037	KIAA1841		
5038	KIAA1875		
5039	KIAA1919		
5040	KIAA1958		
5041	KIAA1967		
5042	KIAA1984		
5043	KIAA2013		
5044	KIAA2018		
5045	KIAA2022		
5046	KIAA2026		
5047	KIDINS220	YES	
5048	KIF11	YES	
5049	KIF13A		
5050	KIF13B	YES	
5051	KIF14	YES	
5052	KIF15	YES	
5053	KIF17	YES	
5054	KIF18A	YES	
5055	KIF18B		
5056	KIF1A	YES	
5057	KIF1B	YES	
5058	KIF1C	YES	
5059	KIF20A	YES	
5060	KIF20B		
5061	KIF21A		
5062	KIF22	YES	
5063	KIF23	YES	
5064	KIF24		
5065	KIF26A		
5066	KIF26B	YES	
5067	KIF27		
5068	KIF2A	YES	
5069	KIF2C	YES	
5070	KIF4A	YES	
5071	KIF4B		
5072	KIF5B	YES	
5073	KIF7		
5074	KIF9		
5075	KIFC1	YES	
5076	KIFC2		
5077	KIFC3	YES	
5078	KIN	YES	
5079	KIRREL	YES	
5080	KIRREL2		
5081	KIRREL3		
5082	KIT	YES	
5083	KITLG	YES	
5084	KL	YES	
5085	KLC2	YES	
5086	KLC3		
5087	KLC4		
5088	KLF10	YES	
5089	KLF11	YES	
5090	KLF12	YES	
5091	KLF13	YES	
5092	KLF15	YES	
5093	KLF16		
5094	KLF2	YES	
5095	KLF3	YES	
5096	KLF4	YES	
5097	KLHDC1		
5098	KLHDC10		
5099	KLHDC4	YES	
5100	KLHDC5		
5101	KLHDC7A		
5102	KLHDC8A	YES	
5103	KLHL10		
5104	KLHL11	YES	
5105	KLHL12	YES	
5106	KLHL13		
5107	KLHL15		
5108	KLHL17		
5109	KLHL18	YES	
5110	KLHL20	YES	
5111	KLHL21	YES	
5112	KLHL22	YES	
5113	KLHL23	YES	
5114	KLHL24	YES	
5115	KLHL25	YES	
5116	KLHL26	YES	
5117	KLHL28		
5118	KLHL29		
5119	KLHL36		
5120	KLHL4	YES	
5121	KLHL5		
5122	KLHL7	YES	
5123	KLHL8		
5124	KLHL9	YES	
5125	KLK10	YES	
5126	KLRB1	YES	
5127	KLRC1		
5128	KLRC2		
5129	KLRC3	YES	Proneural
5130	KLRC4	YES	Proneural
5131	KLRG1	YES	
5132	KLRK1	YES	Proneural
5133	KMO	YES	
5134	KNTC1	YES	
5135	KPNA1	YES	
5136	KPNA2	YES	
5137	KPNA3	YES	
5138	KPNA5	YES	
5139	KPNA6	YES	
5140	KPNB1	YES	
5141	KPTN	YES	
5142	KRAS	YES	
5143	KRBA1		
5144	KRBA2		
5145	KRBOX1		
5146	KRCC1	YES	
5147	KREMEN1		
5148	KRI1	YES	
5149	KRIT1	YES	
5150	KRR1	YES	
5151	KRT10	YES	
5152	KRT18	YES	
5153	KRT19	YES	
5154	KRT23	YES	
5155	KRT40		
5156	KRT7	YES	
5157	KRT75	YES	
5158	KRT79		
5159	KRTAP10-6		
5160	KRTCAP2		
5161	KSR1	YES	
5162	KSR2		
5163	KTN1	YES	
5164	KY		
5165	L1CAM	YES	
5166	L2HGDH	YES	
5167	L3MBTL1		
5168	L3MBTL2		
5169	L3MBTL3		
5170	L3MBTL4		
5171	LACE1		
5172	LACTB		
5173	LACTB2	YES	
5174	LAG3	YES	
5175	LAGE3	YES	
5176	LAMA1		
5177	LAMA3	YES	
5178	LAMA4	YES	
5179	LAMA5	YES	
5180	LAMB1	YES	
5181	LAMB2	YES	
5182	LAMB3	YES	
5183	LAMC1	YES	
5184	LAMC2	YES	
5185	LAMP1	YES	
5186	LAMP2	YES	
5187	LAMP3	YES	
5188	LAMTOR1		
5189	LAMTOR2		
5190	LAMTOR3		
5191	LANCL2	YES	
5192	LAP3	YES	
5193	LAPTM4A	YES	
5194	LAPTM4B	YES	
5195	LARP1	YES	
5196	LARP1B		
5197	LARP4	YES	
5198	LARP4B		
5199	LARP7	YES	
5200	LARS	YES	
5201	LARS2	YES	
5202	LAS1L	YES	
5203	LASP1	YES	
5204	LATS1	YES	
5205	LATS2		
5206	LAYN		
5207	LBH	YES	
5208	LBR	YES	
5209	LCA5		
5210	LCA5L		
5211	LCAT	YES	
5212	LCLAT1		
5213	LCMT2	YES	
5214	LCN10		
5215	LCN6		
5216	LCOR		
5217	LCORL		
5218	LCT	YES	
5219	LCTL		
5220	LDB1	YES	
5221	LDHA	YES	
5222	LDHAL6A		
5223	LDHB	YES	
5224	LDHC	YES	
5225	LDLR	YES	
5226	LDLRAD3		
5227	LDLRAP1	YES	
5228	LDOC1	YES	
5229	LDOC1L		
5230	LEAP2		
5231	LECT1	YES	
5232	LEF1	YES	
5233	LEKR1		
5234	LEMD1		
5235	LEMD2		
5236	LEMD3	YES	
5237	LENG1		
5238	LENG8		
5239	LENG9		
5240	LEO1		
5241	LEPR	YES	
5242	LEPRE1	YES	
5243	LEPREL1	YES	
5244	LEPREL2	YES	
5245	LEPREL4		
5246	LEPROT	YES	
5247	LEPROTL1	YES	
5248	LETM1	YES	
5249	LETM2		
5250	LFNG	YES	
5251	LGALS1	YES	
5252	LGALS12		
5253	LGALS14	YES	
5254	LGALS3	YES	
5255	LGALS3BP	YES	
5256	LGALS8	YES	
5257	LGI2	YES	
5258	LGMN	YES	
5259	LGR4	YES	
5260	LGR5	YES	
5261	LHFP	YES	Classical
5262	LHFPL2	YES	
5263	LHFPL3		
5264	LHFPL4		
5265	LHFPL5		
5266	LHX1	YES	
5267	LHX9		
5268	LIAS	YES	
5269	LIF	YES	
5270	LIFR	YES	
5271	LIG1	YES	
5272	LIG3	YES	
5273	LIG4	YES	
5274	LIMA1	YES	
5275	LIMD1	YES	
5276	LIMD2	YES	
5277	LIME1	YES	
5278	LIMK1	YES	
5279	LIMK2	YES	
5280	LIMS1	YES	
5281	LIMS2	YES	
5282	LIN28A		
5283	LIN37	YES	
5284	LIN52		
5285	LIN54		
5286	LIN7A	YES	
5287	LIN9		
5288	LINGO1		
5289	LINS		
5290	LIPA	YES	
5291	LIPC	YES	
5292	LIPE	YES	
5293	LIPG	YES	
5294	LIPH		
5295	LIPI		
5296	LIPJ		
5297	LIPT1	YES	
5298	LITAF	YES	
5299	LIX1L		
5300	LLGL1	YES	
5301	LLGL2	YES	
5302	LLPH		
5303	LMAN1	YES	
5304	LMAN2	YES	
5305	LMAN2L	YES	
5306	LMBR1		
5307	LMBR1L	YES	
5308	LMBRD1	YES	
5309	LMCD1	YES	
5310	LMF1		
5311	LMF2		
5312	LMLN		
5313	LMNA	YES	
5314	LMNB1	YES	
5315	LMNB2	YES	
5316	LMO1	YES	
5317	LMO4	YES	
5318	LMTK3		
5319	LNP1		
5320	LNPEP	YES	
5321	LNX1		
5322	LNX2		
5323	LOH12CR1		
5324	LONP1	YES	
5325	LONP2		
5326	LONRF1		
5327	LONRF3	YES	
5328	LOX	YES	Mesenchymal
5329	LOXL1	YES	
5330	LOXL2	YES	
5331	LOXL3		
5332	LOXL4		
5333	LPAR1		
5334	LPAR2		
5335	LPAR4		
5336	LPAR6		
5337	LPCAT1		
5338	LPCAT3		
5339	LPCAT4		
5340	LPHN1	YES	
5341	LPHN2	YES	
5342	LPHN3	YES	
5343	LPL	YES	
5344	LPP	YES	
5345	LPXN	YES	
5346	LRBA	YES	
5347	LRCH1	YES	
5348	LRCH2		
5349	LRCH3		
5350	LRCH4	YES	
5351	LRFN1		
5352	LRFN3	YES	
5353	LRFN4	YES	
5354	LRGUK		
5355	LRIF1		
5356	LRIG1	YES	
5357	LRIG2	YES	
5358	LRIG3		
5359	LRP1	YES	
5360	LRP10	YES	
5361	LRP12	YES	
5362	LRP1B	YES	
5363	LRP2	YES	
5364	LRP2BP	YES	
5365	LRP3	YES	
5366	LRP4	YES	
5367	LRP5	YES	
5368	LRP5L	YES	
5369	LRP6	YES	
5370	LRP8	YES	
5371	LRPAP1	YES	
5372	LRPPRC	YES	
5373	LRR1		
5374	LRRC1	YES	
5375	LRRC14	YES	
5376	LRRC16A		
5377	LRRC16B		
5378	LRRC17	YES	
5379	LRRC19	YES	
5380	LRRC20	YES	
5381	LRRC23	YES	
5382	LRRC27		
5383	LRRC28		
5384	LRRC29		
5385	LRRC34		
5386	LRRC37A		
5387	LRRC37A2		
5388	LRRC37A3		
5389	LRRC37B		
5390	LRRC39		
5391	LRRC40	YES	
5392	LRRC41	YES	
5393	LRRC42	YES	
5394	LRRC43		
5395	LRRC46		
5396	LRRC47	YES	
5397	LRRC48	YES	
5398	LRRC4B		
5399	LRRC4C		
5400	LRRC56		
5401	LRRC57		
5402	LRRC58		
5403	LRRC59	YES	
5404	LRRC6	YES	
5405	LRRC61	YES	
5406	LRRC66		
5407	LRRC69		
5408	LRRC70		
5409	LRRC8A		
5410	LRRC8D	YES	
5411	LRRC8E	YES	
5412	LRRCC1		
5413	LRRD1		
5414	LRRFIP1	YES	
5415	LRRFIP2	YES	
5416	LRRIQ3		
5417	LRRK1	YES	
5418	LRRK2		
5419	LRRN1		
5420	LRRN2	YES	
5421	LRRN3	YES	
5422	LRRN4CL		
5423	LRRTM2	YES	
5424	LRRTM3		
5425	LRRTM4	YES	
5426	LRSAM1		
5427	LRTOMT		
5428	LRWD1		
5429	LSAMP	YES	
5430	LSG1	YES	
5431	LSM1	YES	
5432	LSM10		
5433	LSM11		
5434	LSM12	YES	
5435	LSM14A	YES	
5436	LSM14B	YES	
5437	LSM2	YES	
5438	LSM3	YES	
5439	LSM4	YES	
5440	LSM5	YES	
5441	LSM6	YES	
5442	LSM7	YES	
5443	LSMD1		
5444	LSR	YES	
5445	LSS	YES	
5446	LTA4H	YES	
5447	LTB4R	YES	
5448	LTBP1	YES	
5449	LTBP3	YES	
5450	LTBP4	YES	
5451	LTF	YES	
5452	LTK	YES	
5453	LTN1		
5454	LTV1		
5455	LUC7L	YES	
5456	LUC7L2	YES	
5457	LUC7L3		
5458	LUM	YES	Mesenchymal
5459	LUZP1		
5460	LUZP2	YES	
5461	LXN	YES	
5462	LY6G5C	YES	
5463	LY6K		
5464	LY75	YES	
5465	LY96	YES	Mesenchymal
5466	LYAR		
5467	LYG1		
5468	LYG2		
5469	LYN	YES	
5470	LYNX1		
5471	LYPD1		
5472	LYPD5		
5473	LYPD6		
5474	LYPLA1	YES	
5475	LYPLA2	YES	
5476	LYPLAL1		
5477	LYRM2	YES	
5478	LYRM4	YES	
5479	LYRM5	YES	
5480	LYRM7		
5481	LYSMD1		
5482	LYSMD3		
5483	LYSMD4		
5484	LYST	YES	
5485	LZIC		
5486	LZTR1	YES	
5487	LZTS1	YES	
5488	LZTS2		
5489	M6PR	YES	
5490	MAB21L1	YES	
5491	MAB21L2	YES	
5492	MACC1		
5493	MACF1	YES	
5494	MAD1L1	YES	
5495	MAD2L1	YES	
5496	MAD2L1BP	YES	
5497	MAD2L2		
5498	MAEA	YES	
5499	MAEL		
5500	MAF	YES	
5501	MAF1		
5502	MAFF	YES	
5503	MAFG	YES	
5504	MAFK	YES	
5505	MAGEA10	YES	
5506	MAGED1	YES	
5507	MAGED2	YES	
5508	MAGEF1	YES	
5509	MAGI1	YES	
5510	MAGI2	YES	
5511	MAGI3		
5512	MAGIX		
5513	MAGOH	YES	
5514	MAGOHB		
5515	MAGT1		
5516	MAK16		
5517	MALT1	YES	
5518	MAMDC2		
5519	MAMDC4		
5520	MAML1	YES	
5521	MAML2		
5522	MAML3		
5523	MAMLD1		
5524	MAMSTR		
5525	MAN1A2	YES	
5526	MAN1B1	YES	
5527	MAN1C1	YES	
5528	MAN2A1	YES	
5529	MAN2B1	YES	
5530	MAN2B2	YES	
5531	MAN2C1	YES	
5532	MANBA	YES	
5533	MANBAL		
5534	MANEA	YES	
5535	MANEAL		
5536	MANF		
5537	MANSC1	YES	
5538	MAP1B	YES	
5539	MAP1LC3A		
5540	MAP1LC3B	YES	
5541	MAP1LC3B2		
5542	MAP1LC3C	YES	
5543	MAP1S	YES	
5544	MAP2	YES	
5545	MAP2K2	YES	
5546	MAP2K3	YES	
5547	MAP2K5	YES	
5548	MAP2K6	YES	
5549	MAP2K7	YES	
5550	MAP3K1	YES	
5551	MAP3K10	YES	
5552	MAP3K11	YES	
5553	MAP3K12	YES	
5554	MAP3K13	YES	
5555	MAP3K14	YES	
5556	MAP3K15	YES	
5557	MAP3K2	YES	
5558	MAP3K3	YES	
5559	MAP3K4	YES	
5560	MAP3K6	YES	
5561	MAP3K7	YES	
5562	MAP3K9	YES	
5563	MAP4K2	YES	
5564	MAP4K3	YES	
5565	MAP4K4	YES	
5566	MAP4K5	YES	
5567	MAP6		
5568	MAP6D1	YES	
5569	MAP7D3	YES	
5570	MAP9	YES	
5571	MAPK11	YES	
5572	MAPK12	YES	
5573	MAPK14	YES	
5574	MAPK1IP1L		
5575	MAPK7	YES	
5576	MAPK8	YES	
5577	MAPK8IP1	YES	
5578	MAPK8IP2	YES	
5579	MAPK8IP3	YES	
5580	MAPKAP1	YES	
5581	MAPKAPK2	YES	
5582	MAPKAPK3	YES	
5583	MAPKAPK5	YES	
5584	MAPKBP1	YES	
5585	MAPRE1	YES	
5586	MAPT	YES	
5587	MARCH10		
5588	MARCH2	YES	
5589	MARCH3	YES	
5590	MARCH4		
5591	MARCH6	YES	
5592	MARCH7	YES	
5593	MARCH8		
5594	MARCH9		
5595	MARCKS	YES	
5596	MARCKSL1	YES	
5597	MARK1	YES	
5598	MARK2	YES	
5599	MARK3	YES	
5600	MARK4	YES	
5601	MARS	YES	
5602	MARS2		
5603	MARVELD1		
5604	MARVELD2		
5605	MARVELD3		
5606	MASP1	YES	
5607	MASP2	YES	
5608	MAST1	YES	Proneural
5609	MAST2	YES	
5610	MASTL		
5611	MAT2A	YES	
5612	MATN1	YES	
5613	MATN2	YES	
5614	MATR3	YES	
5615	MAU2		
5616	MAVS		
5617	MAZ	YES	
5618	MB21D1		
5619	MB21D2		
5620	MBD1	YES	
5621	MBD2	YES	
5622	MBD3	YES	
5623	MBD4	YES	
5624	MBD5	YES	
5625	MBD6	YES	
5626	MBIP	YES	
5627	MBLAC1		
5628	MBLAC2		
5629	MBNL1	YES	
5630	MBNL3	YES	
5631	MBOAT1		
5632	MBOAT2		
5633	MBOAT4		
5634	MBOAT7		
5635	MBTD1	YES	
5636	MBTPS1	YES	
5637	MBTPS2	YES	
5638	MC1R	YES	
5639	MC5R	YES	
5640	MCAM	YES	
5641	MCAT	YES	
5642	MCC	YES	
5643	MCCC1	YES	
5644	MCCC2	YES	
5645	MCEE		
5646	MCF2L	YES	
5647	MCFD2	YES	
5648	MCHR1	YES	
5649	MCL1	YES	
5650	MCM10	YES	
5651	MCM2	YES	
5652	MCM3	YES	
5653	MCM3AP	YES	
5654	MCM4	YES	
5655	MCM5	YES	
5656	MCM6	YES	
5657	MCM7	YES	
5658	MCM8		
5659	MCM9		
5660	MCMBP		
5661	MCOLN1	YES	
5662	MCOLN2		
5663	MCOLN3	YES	
5664	MCPH1	YES	
5665	MCRS1	YES	
5666	MCTP1		
5667	MCTP2	YES	
5668	MCU		
5669	MDC1	YES	
5670	MDFIC	YES	
5671	MDGA1		
5672	MDGA2		
5673	MDH1B		
5674	MDH2	YES	
5675	MDK	YES	
5676	MDM1	YES	
5677	MDM2	YES	
5678	MDM4	YES	
5679	MDN1	YES	
5680	ME2	YES	
5681	ME3	YES	
5682	MEA1	YES	
5683	MECOM		
5684	MECP2	YES	
5685	MECR	YES	
5686	MED1	YES	
5687	MED10		
5688	MED11		
5689	MED12	YES	
5690	MED12L		
5691	MED13	YES	
5692	MED13L	YES	
5693	MED14	YES	
5694	MED15	YES	
5695	MED16	YES	
5696	MED17	YES	
5697	MED18	YES	
5698	MED19		
5699	MED20	YES	
5700	MED22	YES	
5701	MED23	YES	
5702	MED24	YES	
5703	MED25	YES	
5704	MED26		
5705	MED27	YES	
5706	MED28	YES	
5707	MED29		
5708	MED30		
5709	MED31		
5710	MED4	YES	
5711	MED6	YES	
5712	MED8	YES	
5713	MED9	YES	
5714	MEF2BNB		
5715	MEGF10		
5716	MEGF11		
5717	MEGF8	YES	
5718	MEIG1		
5719	MEIS1	YES	
5720	MEIS2	YES	
5721	MEIS3		
5722	MELK	YES	
5723	MEMO1	YES	
5724	MEN1	YES	
5725	MEOX2	YES	Classical
5726	MEPCE	YES	
5727	MERTK	YES	
5728	MESDC1		
5729	MESDC2		
5730	MEST	YES	
5731	MET	YES	
5732	METAP1	YES	
5733	METAP1D		
5734	METAP2	YES	
5735	METRN	YES	
5736	METRNL		
5737	METTL1	YES	
5738	METTL12		
5739	METTL13		
5740	METTL14		
5741	METTL15		
5742	METTL16		
5743	METTL17		
5744	METTL18		
5745	METTL20		
5746	METTL21A		
5747	METTL21B		
5748	METTL22		
5749	METTL23		
5750	METTL2A		
5751	METTL2B		
5752	METTL3	YES	
5753	METTL4	YES	
5754	METTL5	YES	
5755	METTL6		
5756	METTL7B		
5757	METTL8	YES	
5758	METTL9	YES	
5759	MEX3A		
5760	MEX3B		
5761	MEX3C	YES	
5762	MEX3D	YES	
5763	MFAP1	YES	
5764	MFAP3		
5765	MFAP4	YES	
5766	MFAP5	YES	
5767	MFF		
5768	MFGE8	YES	
5769	MFHAS1	YES	
5770	MFI2	YES	
5771	MFN1	YES	
5772	MFSD1	YES	
5773	MFSD10		
5774	MFSD11		
5775	MFSD2A		
5776	MFSD3		
5777	MFSD5	YES	
5778	MFSD6		
5779	MFSD8		
5780	MFSD9		
5781	MGA	YES	
5782	MGAT1	YES	
5783	MGAT2	YES	
5784	MGAT4A	YES	
5785	MGAT4B	YES	
5786	MGAT5	YES	
5787	MGAT5B		
5788	MGLL	YES	
5789	MGP	YES	
5790	MGRN1	YES	
5791	MGST2	YES	
5792	MIA3	YES	
5793	MIB1		
5794	MIB2		
5795	MICA		
5796	MICAL1	YES	
5797	MICAL3	YES	
5798	MICALCL		
5799	MICALL1	YES	
5800	MICALL2	YES	
5801	MICB	YES	
5802	MICU1		
5803	MID1	YES	
5804	MID1IP1	YES	
5805	MID2	YES	
5806	MIDN		
5807	MIER1		
5808	MIER2	YES	
5809	MIER3		
5810	MIF4GD		
5811	MIIP		
5812	MINK1		
5813	MINPP1	YES	
5814	MIOS		
5815	MIP	YES	
5816	MIPEP	YES	
5817	MIRLET7BHG		
5818	MIS12	YES	
5819	MIS18A		
5820	MIS18BP1		
5821	MITD1		
5822	MITF	YES	
5823	MKI67	YES	
5824	MKI67IP		
5825	MKL1	YES	
5826	MKLN1	YES	
5827	MKNK2	YES	
5828	MKRN1	YES	
5829	MKRN3	YES	
5830	MKS1	YES	
5831	MLANA	YES	
5832	MLC1	YES	Classical
5833	MLEC		
5834	MLF1	YES	
5835	MLF1IP	YES	
5836	MLF2	YES	
5837	MLH1	YES	
5838	MLH3	YES	
5839	MLIP		
5840	MLKL		
5841	MLL	YES	
5842	MLL2	YES	
5843	MLL3		
5844	MLL5		
5845	MLLT1	YES	
5846	MLLT10	YES	
5847	MLLT4	YES	
5848	MLPH	YES	
5849	MLST8		
5850	MLX	YES	
5851	MLXIP	YES	
5852	MLYCD	YES	
5853	MMAA		
5854	MMAB		
5855	MMACHC	YES	
5856	MMADHC		
5857	MME	YES	
5858	MMGT1		
5859	MMP1	YES	
5860	MMP10	YES	
5861	MMP11	YES	
5862	MMP14	YES	
5863	MMP15	YES	
5864	MMP16	YES	
5865	MMP17	YES	
5866	MMP2	YES	
5867	MMP24	YES	
5868	MMP3	YES	
5869	MMP7	YES	Mesenchymal
5870	MMP9	YES	
5871	MMRN2	YES	
5872	MMS19	YES	
5873	MMS22L		
5874	MN1	YES	
5875	MNAT1	YES	
5876	MND1		
5877	MNS1	YES	
5878	MNT	YES	
5879	MOCOS	YES	
5880	MOCS1	YES	
5881	MOCS3	YES	
5882	MOGAT1		
5883	MOGS		
5884	MON1A		
5885	MON1B	YES	
5886	MON2	YES	
5887	MORC2	YES	
5888	MORC3	YES	
5889	MORC4	YES	
5890	MORN1	YES	
5891	MORN2		
5892	MORN3		
5893	MOSPD1	YES	
5894	MOSPD2	YES	
5895	MOSPD3	YES	
5896	MOV10		
5897	MOV10L1		
5898	MOXD1	YES	
5899	MPDU1	YES	
5900	MPDZ	YES	
5901	MPG	YES	
5902	MPHOSPH10	YES	
5903	MPHOSPH8	YES	
5904	MPHOSPH9	YES	
5905	MPI	YES	
5906	MPP2	YES	
5907	MPP3	YES	
5908	MPP4		
5909	MPP5	YES	
5910	MPP6	YES	
5911	MPPE1	YES	
5912	MPPED2	YES	
5913	MPRIP		
5914	MPST	YES	
5915	MPV17	YES	
5916	MPV17L		
5917	MPV17L2		
5918	MPZ	YES	
5919	MPZL1	YES	
5920	MR1	YES	
5921	MRAP		
5922	MRAS	YES	
5923	MRC2	YES	
5924	MRE11A	YES	
5925	MREG	YES	
5926	MRFAP1		
5927	MRGPRX3		
5928	MRI1		
5929	MRP63	YES	
5930	MRPL1		
5931	MRPL10		
5932	MRPL11	YES	
5933	MRPL13	YES	
5934	MRPL14		
5935	MRPL15	YES	
5936	MRPL16	YES	
5937	MRPL17	YES	
5938	MRPL18	YES	
5939	MRPL19	YES	
5940	MRPL2	YES	
5941	MRPL21		
5942	MRPL22	YES	
5943	MRPL23	YES	
5944	MRPL24	YES	
5945	MRPL27		
5946	MRPL28	YES	
5947	MRPL3	YES	
